Country,Age,YearsCode,EdLevel,WorkExp,Currency,CompTotal,ConvertedCompYearly,Rate,gini_index,Human Development Index (HDI) ,Expected years of schooling,Mean years of schooling,HDI rank
India,29,15,5,10.0,INR,4800000.0,57425.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,29,6,3,4.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,34,3,34.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,23,5,16.0,USD,163000.0,163000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,30,5,25.0,USD,149000.0,149000.0,1.0,41.5,0.927,16.4,13.6,21.0
Israel,59,46,5,41.0,ILS,480000.0,129524.0,3.8,38.6,0.915,15.0,13.4,26.0
Spain,39,21,6,16.0,EUR,85000.0,91295.0,0.93,34.3,0.911,17.8,10.6,28.0
Chile,39,21,3,15.0,CLP,19200000.0,20797.0,880.0,44.9,0.86,16.8,11.1,42.0
France,29,13,6,5.0,EUR,26000.0,27926.0,0.93,32.4,0.91,16.0,11.7,27.0
France,29,17,6,6.0,EUR,45000.0,48333.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,49,15,6,10.0,USD,190000.0,190000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,26,5,15.0,USD,60000.0,60000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,17,6,17.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,39,23,2,24.0,EUR,106000.0,113851.0,0.93,29.2,0.946,18.6,12.6,11.0
France,39,21,6,17.0,EUR,88000.0,94517.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,39,14,3,8.0,USD,215000.0,215000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,41,5,34.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,21,2,3,1.0,EUR,40000.0,42962.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,49,26,5,19.0,USD,178500.0,178500.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,59,34,6,28.0,EUR,100000.0,107406.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,39,16,5,13.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,15,6,11.0,INR,2400000.0,28712.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,29,14,5,5.0,EUR,58800.0,63155.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,49,39,3,35.0,EUR,80000.0,85925.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,39,9,5,8.0,USD,116000.0,116000.0,1.0,41.5,0.927,16.4,13.6,21.0
Mexico,29,13,5,7.0,MXN,800000.0,43127.0,17.1,45.4,0.781,14.5,9.2,83.0
Brazil,29,14,5,4.0,BRL,72000.0,13427.0,5.01,48.9,0.76,15.6,8.3,84.0
Germany,39,17,5,16.0,EUR,90000.0,96666.0,0.93,31.7,0.95,17.3,14.3,7.0
Croatia,39,24,6,15.0,EUR,90000.0,96666.0,0.93,28.9,0.878,15.6,12.3,37.0
Colombia,49,12,5,6.0,COP,60000000.0,15140.0,4030.0,54.2,0.758,14.4,8.9,89.0
Uruguay,49,31,5,25.0,USD,170000.0,170000.0,1.0,40.2,0.83,17.4,9.1,56.0
United States,39,24,5,20.0,USD,90000.0,90000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,10,7,2.0,USD,190000.0,190000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,25,5,17.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,18,7,13.0,USD,113000.0,113000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,29,11,2,5.0,EUR,15000.0,16111.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,59,23,6,35.0,USD,138000.0,138000.0,1.0,41.5,0.927,16.4,13.6,21.0
Hungary,21,7,3,3.0,HUF,7200000.0,19566.0,358.0,30.0,0.851,15.1,12.2,46.0
United States,39,27,5,18.0,USD,112000.0,112000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ukraine,39,13,5,12.0,USD,85000.0,85000.0,1.0,25.6,0.734,13.3,11.1,86.0
United States,39,18,5,17.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,8,6,10.0,INR,2500000.0,29909.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,29,11,5,8.0,USD,148400.0,148400.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,11,5,8.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,16,5,7.0,USD,104004.0,104004.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,12,5,12.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,39,17,5,10.0,EUR,50000.0,53703.0,0.93,35.2,0.906,16.7,10.7,30.0
Finland,39,26,5,23.0,EUR,85000.0,91295.0,0.93,27.7,0.942,19.2,12.9,11.0
Lithuania,49,26,5,25.0,EUR,55000.0,59073.0,0.93,35.3,0.879,16.4,13.5,36.0
Ukraine,39,21,6,12.0,USD,63600.0,63600.0,1.0,25.6,0.734,13.3,11.1,86.0
Germany,39,26,6,16.0,EUR,110000.0,118147.0,0.93,31.7,0.95,17.3,14.3,7.0
Ukraine,29,16,6,15.0,USD,132000.0,132000.0,1.0,25.6,0.734,13.3,11.1,86.0
Germany,49,36,6,29.0,EUR,90000.0,96666.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,21,9,6,4.0,USD,105000.0,105000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,36,5,25.0,EUR,50000.0,53703.0,0.93,31.7,0.95,17.3,14.3,7.0
Spain,39,27,5,20.0,EUR,45000.0,48333.0,0.93,34.3,0.911,17.8,10.6,28.0
Germany,29,11,6,6.0,EUR,95000.0,102036.0,0.93,31.7,0.95,17.3,14.3,7.0
Spain,39,11,3,10.0,EUR,53000.0,56925.0,0.93,34.3,0.911,17.8,10.6,28.0
Jordan,39,21,5,15.0,JOD,37500.0,52906.0,0.71,33.7,0.736,12.6,10.4,98.0
United States,39,18,6,18.0,USD,122564.0,122564.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,11,5,16.0,USD,159691.0,159691.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,49,31,7,25.0,GBP,115000.0,146496.0,0.81,35.1,0.94,17.6,13.4,17.0
Canada,59,50,6,43.0,CAD,125000.0,90866.0,1.36,33.3,0.935,16.0,13.9,16.0
Colombia,49,31,6,30.0,USD,57000.0,57000.0,1.0,54.2,0.758,14.4,8.9,89.0
Germany,21,11,5,8.0,USD,179000.0,179000.0,1.0,31.7,0.95,17.3,14.3,7.0
France,39,19,3,14.0,EUR,100000.0,107406.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,21,6,5,2.0,USD,65000.0,65000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,29,13,6,9.0,EUR,62000.0,66592.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,39,28,2,23.0,EUR,90000.0,96666.0,0.93,31.7,0.95,17.3,14.3,7.0
Russian Federation,29,12,3,10.0,RUB,780000.0,8739.0,96.5,36.0,0.821,15.7,12.4,55.0
United States,39,11,5,17.0,USD,117500.0,117500.0,1.0,41.5,0.927,16.4,13.6,21.0
Colombia,29,17,5,10.0,USD,60000.0,60000.0,1.0,54.2,0.758,14.4,8.9,89.0
Sweden,59,37,2,40.0,SEK,875000.0,83461.0,11.0,29.3,0.952,19.0,12.7,5.0
United Arab Emirates,29,8,5,5.0,AED,86500.0,23551.0,3.67,26.0,0.937,17.2,12.8,17.0
United States,29,11,5,5.0,USD,91522.0,91522.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,10,5,7.0,INR,3900000.0,46658.0,83.0,35.7,0.644,12.6,6.6,135.0
Netherlands,39,6,3,5.0,EUR,74000.0,79481.0,0.93,29.2,0.946,18.6,12.6,11.0
United Kingdom,49,42,2,30.0,GBP,70000.0,89172.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,15,5,11.0,USD,130000.0,130000.0,1.0,41.5,0.927,16.4,13.6,21.0
Australia,29,6,6,5.0,AUD,150000.0,99099.0,1.55,34.3,0.946,21.1,12.7,5.0
Ukraine,21,9,5,5.0,UAH,3800.0,94.0,36.8,25.6,0.734,13.3,11.1,86.0
United States,29,8,7,2.0,USD,125000.0,125000.0,1.0,41.5,0.927,16.4,13.6,21.0
Russian Federation,29,9,6,3.0,RUB,3000000.0,33613.0,96.5,36.0,0.821,15.7,12.4,55.0
United States,65,31,5,25.0,USD,106000.0,106000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,39,17,5,13.0,BRL,108000.0,20141.0,5.01,48.9,0.76,15.6,8.3,84.0
Brazil,29,17,5,17.0,BRL,500000.0,93244.0,5.01,48.9,0.76,15.6,8.3,84.0
Ireland,49,37,5,30.0,EUR,115000.0,123517.0,0.93,30.6,0.95,19.1,11.7,9.0
United States,39,23,5,20.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,43,3,31.0,USD,190000.0,190000.0,1.0,41.5,0.927,16.4,13.6,21.0
Croatia,39,21,6,20.0,EUR,100000.0,107406.0,0.93,28.9,0.878,15.6,12.3,37.0
Poland,39,14,5,20.0,PLN,360000.0,89087.0,4.3,30.2,0.881,15.9,13.2,35.0
United States,29,14,5,8.0,USD,115200.0,115200.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,29,7,3,10.0,PLN,200000.0,49493.0,4.3,30.2,0.881,15.9,13.2,35.0
Mexico,21,7,3,3.0,MXN,275500.0,14852.0,17.1,45.4,0.781,14.5,9.2,83.0
United States,49,29,4,28.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,13,3,10.0,USD,195000.0,195000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,29,17,5,10.0,GBP,140.0,178.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,14,6,6.0,USD,168000.0,168000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,39,18,6,12.0,CAD,155000.0,112674.0,1.36,33.3,0.935,16.0,13.9,16.0
Canada,29,15,5,10.0,CAD,101500.0,73783.0,1.36,33.3,0.935,16.0,13.9,16.0
India,21,4,5,1.0,INR,700000.0,8374.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,49,16,3,15.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,21,5,16.0,USD,151000.0,151000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ukraine,21,8,5,3.0,UAH,24000.0,592.0,36.8,25.6,0.734,13.3,11.1,86.0
United States,29,12,5,5.0,USD,70000.0,70000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,19,5,12.0,USD,211000.0,211000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,29,3,5,1.0,EUR,27500.0,29537.0,0.93,34.3,0.911,17.8,10.6,28.0
Israel,49,26,6,24.0,ILS,490000.0,132223.0,3.8,38.6,0.915,15.0,13.4,26.0
United States,29,12,4,9.0,USD,115000.0,115000.0,1.0,41.5,0.927,16.4,13.6,21.0
Greece,49,39,7,36.0,EUR,60000.0,64444.0,0.93,33.1,0.893,20.0,11.4,33.0
India,39,7,3,6.0,INR,140000.0,1675.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,29,18,3,10.0,EUR,43200.0,46399.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,39,24,5,15.0,USD,185000.0,185000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,39,4,33.0,USD,109500.0,109500.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,5,6,13.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,44,3,38.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Greece,29,19,5,8.0,EUR,28000.0,30074.0,0.93,33.1,0.893,20.0,11.4,33.0
Argentina,49,39,5,25.0,USD,72000.0,72000.0,1.0,42.3,0.849,19.0,11.1,47.0
United States,29,8,5,7.0,USD,115000.0,115000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,49,43,5,40.0,GBP,40000.0,50955.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,12,5,7.0,USD,105600.0,105600.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,26,5,21.0,USD,175000.0,175000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,49,41,5,26.0,GBP,70000.0,89172.0,0.81,35.1,0.94,17.6,13.4,17.0
Portugal,29,19,5,16.0,EUR,145000.0,155739.0,0.93,32.8,0.874,16.8,9.6,39.0
United States,65,47,5,46.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,39,18,2,12.0,EUR,43000.0,46185.0,0.93,35.2,0.906,16.7,10.7,30.0
Argentina,39,6,3,5.0,ARS,1000000.0,1109.0,350.0,42.3,0.849,19.0,11.1,47.0
Portugal,39,21,5,15.0,EUR,40000.0,42962.0,0.93,32.8,0.874,16.8,9.6,39.0
United Kingdom,29,5,3,3.0,GBP,45000.0,57325.0,0.81,35.1,0.94,17.6,13.4,17.0
Denmark,59,43,6,37.0,DKK,900000.0,129602.0,6.92,27.7,0.952,18.8,13.0,8.0
United States,39,18,5,13.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,39,12,6,8.0,EUR,72000.0,77332.0,0.93,29.2,0.946,18.6,12.6,11.0
United States,49,26,3,36.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,43,6,42.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
Malaysia,39,9,6,25.0,MYR,240000.0,50853.0,4.68,41.1,0.807,12.9,10.7,68.0
Mexico,29,9,5,3.0,MXN,125000.0,6739.0,17.1,45.4,0.781,14.5,9.2,83.0
United States,39,7,5,10.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,13,6,35.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
Peru,39,23,5,21.0,PEN,432000.0,114074.0,3.7,43.8,0.762,14.8,10.0,86.0
United States,39,21,7,7.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,22,4,22.0,USD,89000.0,89000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Arab Emirates,29,11,6,8.0,AED,192000.0,52275.0,3.67,26.0,0.937,17.2,12.8,17.0
Canada,49,24,5,20.0,CAD,105000.0,76328.0,1.36,33.3,0.935,16.0,13.9,16.0
India,21,7,5,2.0,INR,300000.0,3589.0,83.0,35.7,0.644,12.6,6.6,135.0
Ukraine,39,14,3,9.0,UAH,960000.0,23697.0,36.8,25.6,0.734,13.3,11.1,86.0
United States,29,17,6,8.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,29,12,5,8.0,EUR,58000.0,62296.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,49,26,3,25.0,USD,87000.0,87000.0,1.0,41.5,0.927,16.4,13.6,21.0
Romania,39,16,5,12.0,EUR,80000.0,85925.0,0.93,34.8,0.827,14.5,11.4,52.0
United Kingdom,39,13,6,3.0,GBP,99000.0,126114.0,0.81,35.1,0.94,17.6,13.4,17.0
Netherlands,29,9,6,5.0,EUR,100000.0,107406.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,29,13,5,8.0,EUR,61000.0,65518.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,12,6,10.0,EUR,77000.0,82703.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,59,44,5,43.0,GBP,65000.0,82802.0,0.81,35.1,0.94,17.6,13.4,17.0
Israel,29,12,6,5.0,ILS,400000.0,107937.0,3.8,38.6,0.915,15.0,13.4,26.0
Montenegro,29,9,5,8.0,EUR,3300.0,3544.0,0.93,36.8,0.844,15.1,12.6,49.0
United Kingdom,21,11,6,1.0,GBP,30000.0,38216.0,0.81,35.1,0.94,17.6,13.4,17.0
Canada,39,21,3,9.0,CAD,66000.0,47977.0,1.36,33.3,0.935,16.0,13.9,16.0
Canada,39,13,6,10.0,CAD,155000.0,112674.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,29,16,5,5.0,USD,125000.0,125000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,49,31,6,26.0,EUR,90000.0,96666.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,59,27,5,26.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,13,3,12.0,USD,125000.0,125000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,29,18,6,15.0,GBP,18000.0,22930.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,18,6,13.0,USD,175000.0,175000.0,1.0,41.5,0.927,16.4,13.6,21.0
Australia,29,6,6,4.0,AUD,125000.0,82582.0,1.55,34.3,0.946,21.1,12.7,5.0
United States,29,12,4,10.0,USD,140000.0,140000.0,1.0,41.5,0.927,16.4,13.6,21.0
Argentina,29,21,6,10.0,USD,90000.0,90000.0,1.0,42.3,0.849,19.0,11.1,47.0
United States,29,4,6,3.0,USD,75000.0,75000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,8,3,8.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,10,5,7.0,INR,3000000.0,35890.0,83.0,35.7,0.644,12.6,6.6,135.0
Belarus,29,10,3,9.0,USD,36000.0,36000.0,1.0,24.4,0.801,14.0,12.2,65.0
Israel,29,9,5,4.0,ILS,50000.0,13492.0,3.8,38.6,0.915,15.0,13.4,26.0
United Kingdom,39,26,3,17.0,GBP,65000.0,82802.0,0.81,35.1,0.94,17.6,13.4,17.0
Kazakhstan,49,5,5,4.0,USD,15000.0,15000.0,1.0,27.8,0.802,14.8,12.4,65.0
Canada,39,17,6,4.0,CAD,130000.0,94501.0,1.36,33.3,0.935,16.0,13.9,16.0
Ukraine,21,3,5,1.0,UAH,500000.0,12342.0,36.8,25.6,0.734,13.3,11.1,86.0
Belgium,29,21,5,10.0,EUR,65000.0,69814.0,0.93,27.2,0.942,18.9,12.5,13.0
Greece,39,11,6,10.0,EUR,56000.0,60147.0,0.93,33.1,0.893,20.0,11.4,33.0
United States,29,15,5,8.0,USD,82000.0,82000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,11,4,6.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ireland,21,4,3,1.0,EUR,44200.0,47474.0,0.93,30.6,0.95,19.1,11.7,9.0
United States,29,7,3,3.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,21,6,17.0,EUR,80000.0,85925.0,0.93,31.7,0.95,17.3,14.3,7.0
Georgia,29,9,5,8.0,USD,120000.0,120000.0,1.0,34.5,0.814,16.7,12.7,59.0
Poland,39,21,5,15.0,PLN,200000.0,49493.0,4.3,30.2,0.881,15.9,13.2,35.0
Germany,29,15,4,5.0,EUR,41000.0,44037.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,65,51,5,46.0,GBP,73000.0,92993.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,21,5,5,2.0,USD,104000.0,104000.0,1.0,41.5,0.927,16.4,13.6,21.0
Slovenia,39,31,3,18.0,EUR,40000.0,42962.0,0.93,24.4,0.926,17.4,12.9,24.0
United States,49,41,6,32.0,USD,149500.0,149500.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,16,5,5.0,USD,88000.0,88000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,13,6,2.0,USD,183000.0,183000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,39,21,6,16.0,EUR,67000.0,71962.0,0.93,34.3,0.911,17.8,10.6,28.0
Germany,21,11,2,5.0,EUR,30720.0,32995.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,15,6,12.0,EUR,75000.0,80555.0,0.93,31.7,0.95,17.3,14.3,7.0
Mexico,39,7,5,13.0,MXN,650000.0,35041.0,17.1,45.4,0.781,14.5,9.2,83.0
Philippines,29,7,4,5.0,PHP,720000.0,12256.0,56.5,42.3,0.71,12.8,9.0,118.0
Mexico,49,26,5,20.0,USD,80000.0,80000.0,1.0,45.4,0.781,14.5,9.2,83.0
Canada,39,22,5,15.0,CAD,100000.0,72693.0,1.36,33.3,0.935,16.0,13.9,16.0
Sweden,49,26,6,25.0,SEK,760000.0,72492.0,11.0,29.3,0.952,19.0,12.7,5.0
Brazil,39,19,5,17.0,USD,103000.0,103000.0,1.0,48.9,0.76,15.6,8.3,84.0
United Kingdom,29,7,5,6.0,GBP,48000.0,61146.0,0.81,35.1,0.94,17.6,13.4,17.0
Ukraine,29,9,6,8.0,UAH,200000.0,4937.0,36.8,25.6,0.734,13.3,11.1,86.0
United States,49,36,2,37.0,USD,192000.0,192000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,39,23,5,15.0,EUR,54000.0,57999.0,0.93,34.3,0.911,17.8,10.6,28.0
France,29,11,6,3.0,EUR,57500.0,61759.0,0.93,32.4,0.91,16.0,11.7,27.0
India,29,13,5,5.0,INR,7000000.0,83744.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,39,31,3,24.0,EUR,24000.0,25777.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,39,19,5,13.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,59,45,5,37.0,CAD,130000.0,94501.0,1.36,33.3,0.935,16.0,13.9,16.0
Germany,39,20,6,12.0,EUR,83000.0,89147.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,49,42,3,35.0,USD,142500.0,142500.0,1.0,41.5,0.927,16.4,13.6,21.0
France,39,6,6,5.0,EUR,55000.0,59073.0,0.93,32.4,0.91,16.0,11.7,27.0
Germany,29,11,5,5.0,EUR,39000.0,41888.0,0.93,31.7,0.95,17.3,14.3,7.0
Sweden,29,14,1,8.0,SEK,347700.0,33165.0,11.0,29.3,0.952,19.0,12.7,5.0
Germany,21,6,2,1.0,EUR,6500.0,6981.0,0.93,31.7,0.95,17.3,14.3,7.0
Norway,49,21,6,25.0,NOK,1100000.0,102950.0,10.7,27.7,0.966,18.6,13.1,2.0
United States,39,13,6,9.0,USD,130000.0,130000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,51,5,28.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,39,9,5,12.0,GBP,48000.0,61146.0,0.81,35.1,0.94,17.6,13.4,17.0
Sweden,59,41,5,35.0,SEK,600000.0,57230.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,49,44,3,30.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Hungary,29,21,5,12.0,HUF,26122500.0,70989.0,358.0,30.0,0.851,15.1,12.2,46.0
United States,29,10,5,9.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Mexico,39,20,5,14.0,MXN,396000.0,21348.0,17.1,45.4,0.781,14.5,9.2,83.0
United States,39,26,7,18.0,USD,84600.0,84600.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,24,5,14.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,13,5,20.0,USD,148470.0,148470.0,1.0,41.5,0.927,16.4,13.6,21.0
Ukraine,29,4,6,3.0,UAH,9000.0,222.0,36.8,25.6,0.734,13.3,11.1,86.0
Netherlands,29,9,3,5.0,EUR,40000.0,42962.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,29,7,3,4.0,EUR,40000.0,42962.0,0.93,31.7,0.95,17.3,14.3,7.0
Spain,39,21,5,19.0,EUR,75000.0,80555.0,0.93,34.3,0.911,17.8,10.6,28.0
United States,21,11,5,2.0,USD,87500.0,87500.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,26,6,20.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,39,7,5,25.0,GBP,50000.0,63694.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,39,31,5,25.0,USD,180000.0,180000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,29,8,6,3.0,EUR,47000.0,50481.0,0.93,32.4,0.91,16.0,11.7,27.0
France,39,28,6,15.0,EUR,70000.0,75184.0,0.93,32.4,0.91,16.0,11.7,27.0
Canada,29,14,5,10.0,CAD,185000.0,134482.0,1.36,33.3,0.935,16.0,13.9,16.0
Lithuania,29,16,5,8.0,EUR,108000.0,115999.0,0.93,35.3,0.879,16.4,13.5,36.0
Sweden,39,17,5,12.0,SEK,960000.0,91569.0,11.0,29.3,0.952,19.0,12.7,5.0
Ukraine,29,7,5,5.0,USD,37000.0,37000.0,1.0,25.6,0.734,13.3,11.1,86.0
Canada,29,17,5,11.0,CAD,70000.0,50885.0,1.36,33.3,0.935,16.0,13.9,16.0
United Arab Emirates,39,16,6,11.0,AED,420000.0,114351.0,3.67,26.0,0.937,17.2,12.8,17.0
Hungary,39,11,3,12.0,EUR,80000.0,85925.0,0.93,30.0,0.851,15.1,12.2,46.0
Ireland,39,21,5,16.0,EUR,155000.0,166480.0,0.93,30.6,0.95,19.1,11.7,9.0
United States,29,16,5,10.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,21,7,5,2.0,BRL,110000.0,20514.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,49,31,6,30.0,USD,217100.0,217100.0,1.0,41.5,0.927,16.4,13.6,21.0
Australia,29,8,5,4.0,AUD,141000.0,93153.0,1.55,34.3,0.946,21.1,12.7,5.0
France,29,21,6,10.0,EUR,60000.0,64444.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,29,11,6,10.0,USD,114000.0,114000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,29,6,2,5.0,EUR,24000.0,25777.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,29,8,5,3.0,USD,86500.0,86500.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,11,5,8.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,14,6,9.0,EUR,68000.0,73036.0,0.93,31.7,0.95,17.3,14.3,7.0
Italy,29,9,6,3.0,EUR,42000.0,45111.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,29,12,6,5.0,USD,23000.0,23000.0,1.0,41.5,0.927,16.4,13.6,21.0
Denmark,29,10,5,6.0,DKK,900000.0,129602.0,6.92,27.7,0.952,18.8,13.0,8.0
United States,29,17,5,12.0,USD,120120.0,120120.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,21,6,4.0,USD,155000.0,155000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,25,5,14.0,EUR,102000.0,109554.0,0.93,31.7,0.95,17.3,14.3,7.0
Netherlands,39,21,3,17.0,EUR,56000.0,60147.0,0.93,29.2,0.946,18.6,12.6,11.0
Sweden,39,26,6,20.0,SEK,1000000.0,95384.0,11.0,29.3,0.952,19.0,12.7,5.0
India,29,6,5,2.0,INR,340000.0,4068.0,83.0,35.7,0.644,12.6,6.6,135.0
Chile,29,11,5,2.0,CLP,24000000.0,25996.0,880.0,44.9,0.86,16.8,11.1,42.0
United States,29,10,6,8.0,USD,136000.0,136000.0,1.0,41.5,0.927,16.4,13.6,21.0
Lithuania,21,7,5,3.0,EUR,40720.0,43736.0,0.93,35.3,0.879,16.4,13.5,36.0
